Sample_Id,Gene,Rule_Id,Final_interpretation,IsPassedRule
PKG41,SHV,,,
PKG41,TEM,157,blaTEM-1-like,1
PKG41,VEB,,,
PKG41,VIM,,,
PKG41,aac(3)-II,9,aac(3)-IId,1
PKG41,aacA27,,,
PKG41,aacA4,47,aacA4notGEN_1neg,1
PKG41,aadB,,,
PKG41,armA,,,
PKG41,blaACT/blaMIR,,,
PKG41,blaCMY-2-like,,,
PKG41,blaCTX-M,70,G9-240D,1
PKG41,fosA3,,,
PKG41,rmtB,,,
PKG41,rmtC,,,
PKG41,rmtF,,,
PKG42,DHA,,,
PKG42,GES,,,
PKG42,IMP,,,
PKG42,KPC,,,
PKG42,NDM,,,
PKG42,OXA-10,,,
PKG42,OXA-30,,,
PKG42,OXA-48,,,
PKG42,SHV,,,
PKG42,TEM,157,blaTEM-1-like,1
PKG42,VEB,,,
PKG42,VIM,,,
PKG42,aac(3)-II,9,aac(3)-IId,1
PKG42,aacA27,,,
PKG42,aacA4,47,aacA4notGEN_1neg,1
PKG42,aadB,,,
PKG42,armA,,,
PKG42,blaACT/blaMIR,,,
PKG42,blaCMY-2-like,,,
PKG42,blaCTX-M,70,G9-240D,1
PKG42,fosA3,,,
PKG42,rmtB,,,
PKG42,rmtC,,,
PKG42,rmtF,,,
PKG43,DHA,,,
PKG43,GES,,,
PKG43,IMP,,,
PKG43,KPC,,,
PKG43,NDM,,,
PKG43,OXA-10,,,
PKG43,OXA-30,117,blaOXA-30-like,1
PKG43,OXA-48,,,
PKG43,SHV,,,
PKG43,TEM,157,blaTEM-1-like,1
PKG43,VEB,,,
PKG43,VIM,,,
PKG43,aac(3)-II,6,aac(3)-IId,1
PKG43,aacA27,,,
PKG43,aacA4,,,
PKG43,aadB,,,
PKG43,armA,,,
PKG43,blaACT/blaMIR,,,
PKG43,blaCMY-2-like,57,blaCMY-2-like,1
PKG43,blaCTX-M,80,G1-240G,1
PKG43,fosA3,,,
PKG43,rmtB,,,
PKG43,rmtC,,,
PKG43,rmtF,,,
PKG44,DHA,,,
PKG44,GES,,,
PKG44,IMP,,,
PKG44,KPC,,,
PKG44,NDM,,,
PKG44,OXA-10,,,
PKG44,OXA-30,,,
PKG44,OXA-48,,,
PKG44,SHV,,,
PKG44,TEM,157,blaTEM-1-like,1
PKG44,VEB,,,
PKG44,VIM,,,
PKG44,aac(3)-II,,,
PKG44,aacA27,,,
PKG44,aacA4,,,
PKG44,aadB,,,
PKG44,armA,,,
PKG44,blaACT/blaMIR,,,
PKG44,blaCMY-2-like,,,
PKG44,blaCTX-M,,,
PKG44,fosA3,,,
PKG44,rmtB,,,
PKG44,rmtC,,,
PKG44,rmtF,,,
PKG45,DHA,,,
PKG45,GES,,,
PKG45,IMP,,,
PKG45,KPC,,,
PKG45,NDM,,,
PKG45,OXA-10,,,
PKG45,OXA-30,,,
PKG45,OXA-48,,,
PKG45,SHV,,,
PKG45,TEM,157,blaTEM-1-like,1
PKG45,VEB,,,
PKG45,VIM,,,
PKG45,aac(3)-II,16,aac(3)-IIe,1
PKG45,aacA27,,,
PKG45,aacA4,,,
PKG45,aadB,,,
PKG45,armA,,,
PKG45,blaACT/blaMIR,,,
PKG45,blaCMY-2-like,,,
PKG45,blaCTX-M,80,G1-240G,1
PKG45,fosA3,,,
PKG45,rmtB,,,
PKG45,rmtC,,,
PKG45,rmtF,,,
PKG46,DHA,,,
PKG46,GES,,,
PKG46,IMP,,,
PKG46,KPC,,,
PKG46,NDM,,,
PKG46,OXA-10,,,
PKG46,OXA-30,,,
PKG46,OXA-48,,,
PKG46,SHV,,,
PKG46,TEM,157,blaTEM-1-like,1
PKG46,VEB,,,
PKG46,VIM,,,
PKG46,aac(3)-II,16,aac(3)-IIe,1
PKG46,aacA27,,,
PKG46,aacA4,40,aacA4GEN_1neg,1
PKG46,aadB,,,
PKG46,armA,,,
PKG46,blaACT/blaMIR,,,
PKG46,blaCMY-2-like,,,
PKG46,blaCTX-M,80,G1-240G,1
PKG46,fosA3,,,
PKG46,rmtB,,,
PKG46,rmtC,,,
PKG46,rmtF,,,
PKG47,DHA,,,
PKG47,GES,,,
PKG47,IMP,,,
PKG47,KPC,,,
PKG47,NDM,,,
PKG47,OXA-10,,,
PKG47,OXA-30,,,
PKG47,OXA-48,,,
PKG47,SHV,,,
PKG47,TEM,157,blaTEM-1-like,1
PKG47,VEB,,,
PKG47,VIM,,,
PKG47,aac(3)-II,9,aac(3)-IId,1
PKG47,aacA27,,,
PKG47,aacA4,47,aacA4notGEN_1neg,1
PKG47,aadB,,,
PKG47,armA,,,
PKG47,blaACT/blaMIR,,,
PKG47,blaCMY-2-like,,,
PKG47,blaCTX-M,70,G9-240D,1
PKG47,fosA3,,,
PKG47,rmtB,,,
PKG47,rmtC,,,
PKG47,rmtF,,,
PKG48,DHA,,,
PKG48,GES,,,
PKG48,IMP,,,
PKG48,KPC,,,
PKG48,NDM,,,
PKG48,OXA-10,,,
PKG48,OXA-30,,,
PKG48,OXA-48,,,
PKG48,SHV,,,
PKG48,TEM,157,blaTEM-1-like,1
PKG48,VEB,,,
PKG48,VIM,,,
PKG48,aac(3)-II,16,aac(3)-IIe,1
PKG48,aacA27,,,
PKG48,aacA4,40,aacA4GEN_1neg,1
PKG48,aadB,,,
PKG48,armA,,,
PKG48,blaACT/blaMIR,,,
PKG48,blaCMY-2-like,,,
PKG48,blaCTX-M,70,G9-240D,1
PKG48,fosA3,,,
PKG48,rmtB,,,
PKG48,rmtC,,,
PKG48,rmtF,,,
PKG49,DHA,,,
PKG49,GES,,,
PKG49,IMP,,,
PKG49,KPC,,,
PKG49,NDM,,,
PKG49,OXA-10,,,
PKG49,OXA-30,,,
PKG49,OXA-48,,,
PKG49,SHV,,,
PKG49,TEM,,,
PKG49,VEB,,,
PKG49,VIM,,,
PKG49,aac(3)-II,9,aac(3)-IId,1
PKG49,aacA27,,,
PKG49,aacA4,47,aacA4notGEN_1neg,1
PKG49,aadB,,,
PKG49,armA,,,
PKG49,blaACT/blaMIR,,,
PKG49,blaCMY-2-like,,,
PKG49,blaCTX-M,74,G9-240G,1
PKG49,fosA3,,,
PKG49,rmtB,,,
PKG49,rmtC,,,
PKG49,rmtF,,,
PKG5,DHA,,,
PKG5,GES,,,
PKG5,IMP,,,
PKG5,KPC,,,
PKG5,NDM,,,
PKG5,OXA-10,,,
PKG5,OXA-30,,,
PKG5,OXA-48,,,
PKG5,SHV,,,
PKG5,TEM,157,blaTEM-1-like,1
PKG5,VEB,,,
PKG5,VIM,,,
PKG5,aac(3)-II,9,aac(3)-IId,1
PKG5,aacA27,,,
PKG5,aacA4,47,aacA4notGEN_1neg,1
PKG5,aadB,,,
PKG5,armA,,,
PKG5,blaACT/blaMIR,,,
PKG5,blaCMY-2-like,,,
PKG5,blaCTX-M,80,G1-240G,1
PKG5,fosA3,,,
PKG5,rmtB,,,
PKG5,rmtC,,,
PKG5,rmtF,,,
PKG51,DHA,,,
PKG51,GES,,,
PKG51,IMP,,,
PKG51,KPC,,,
PKG51,NDM,,,
PKG51,OXA-10,,,
PKG51,OXA-30,,,
PKG51,OXA-48,,,
PKG51,SHV,,,
PKG51,TEM,157,blaTEM-1-like,1
PKG51,VEB,,,
PKG51,VIM,,,
PKG51,aac(3)-II,9,aac(3)-IId,1
PKG51,aacA27,,,
PKG51,aacA4,47,aacA4notGEN_1neg,1
PKG51,aadB,,,
PKG51,armA,,,
PKG51,blaACT/blaMIR,,,
PKG51,blaCMY-2-like,,,
PKG51,blaCTX-M,80,G1-240G,1
PKG51,fosA3,,,
PKG51,rmtB,,,
PKG51,rmtC,,,
PKG51,rmtF,,,
PKG52,DHA,,,
PKG52,GES,,,
PKG52,IMP,,,
PKG52,KPC,,,
PKG52,NDM,,,
PKG52,OXA-10,,,
PKG52,OXA-30,,,
PKG52,OXA-48,,,
PKG52,SHV,,,
PKG52,TEM,157,blaTEM-1-like,1
PKG52,VEB,,,
PKG52,VIM,,,
PKG52,aac(3)-II,9,aac(3)-IId,1
PKG52,aacA27,,,
PKG52,aacA4,47,aacA4notGEN_1neg,1
PKG52,aadB,,,
PKG52,armA,,,
PKG52,blaACT/blaMIR,,,
PKG52,blaCMY-2-like,,,
PKG52,blaCTX-M,,,
PKG52,fosA3,,,
PKG52,rmtB,,,
PKG52,rmtC,,,
PKG52,rmtF,,,
PKG53,DHA,,,
PKG53,GES,,,
PKG53,IMP,,,
PKG53,KPC,,,
PKG53,NDM,,,
PKG53,OXA-10,,,
PKG53,OXA-30,,,
PKG53,OXA-48,,,
PKG53,SHV,,,
PKG53,TEM,157,blaTEM-1-like,1
PKG53,VEB,,,
PKG53,VIM,,,
PKG53,aac(3)-II,9,aac(3)-IId,1
PKG53,aacA27,,,
PKG53,aacA4,47,aacA4notGEN_1neg,1
PKG53,aadB,,,
PKG53,armA,,,
PKG53,blaACT/blaMIR,,,
PKG53,blaCMY-2-like,,,
PKG53,blaCTX-M,,,
PKG53,fosA3,,,
PKG53,rmtB,120,rmtB,1
PKG53,rmtC,,,
PKG53,rmtF,,,
PKG54,DHA,,,
PKG54,GES,,,
PKG54,IMP,,,
PKG54,KPC,,,
PKG54,NDM,,,
PKG54,OXA-10,,,
PKG54,OXA-30,,,
PKG54,OXA-48,,,
PKG54,SHV,,,
PKG54,TEM,157,blaTEM-1-like,1
PKG54,VEB,,,
PKG54,VIM,,,
PKG54,aac(3)-II,9,aac(3)-IId,1
PKG54,aacA27,,,
PKG54,aacA4,47,aacA4notGEN_1neg,1
PKG54,aadB,,,
PKG54,armA,,,
PKG54,blaACT/blaMIR,,,
PKG54,blaCMY-2-like,,,
PKG54,blaCTX-M,,,
PKG54,fosA3,,,
PKG54,rmtB,,,
PKG54,rmtC,,,
PKG54,rmtF,,,
PKG55,DHA,,,
PKG55,GES,,,
PKG55,IMP,,,
PKG55,KPC,,,
PKG55,NDM,,,
PKG55,OXA-10,,,
PKG55,OXA-30,,,
PKG55,OXA-48,,,
PKG55,SHV,,,
PKG55,TEM,157,blaTEM-1-like,1
PKG55,VEB,,,
PKG55,VIM,,,
PKG55,aac(3)-II,9,aac(3)-IId,1
PKG55,aacA27,,,
PKG55,aacA4,47,aacA4notGEN_1neg,1
PKG55,aadB,,,
PKG55,armA,,,
PKG55,blaACT/blaMIR,,,
PKG55,blaCMY-2-like,,,
PKG55,blaCTX-M,,,
PKG55,fosA3,,,
PKG55,rmtB,,,
PKG55,rmtC,,,
PKG55,rmtF,,,
PKG56,DHA,,,
PKG56,GES,,,
PKG56,IMP,,,
PKG56,KPC,,,
PKG56,NDM,,,
PKG56,OXA-10,,,
PKG56,OXA-30,,,
PKG56,OXA-48,,,
PKG56,SHV,,,
PKG56,TEM,,,
PKG56,VEB,,,
PKG56,VIM,,,
PKG56,aac(3)-II,9,aac(3)-IId,1
PKG56,aacA27,,,
PKG56,aacA4,47,aacA4notGEN_1neg,1
PKG56,aadB,,,
PKG56,armA,,,
PKG56,blaACT/blaMIR,,,
PKG56,blaCMY-2-like,,,
PKG56,blaCTX-M,,,
PKG56,fosA3,,,
PKG56,rmtB,,,
PKG56,rmtC,,,
PKG56,rmtF,,,
PKG57,DHA,,,
PKG57,GES,,,
PKG57,IMP,,,
PKG57,KPC,,,
PKG57,NDM,,,
PKG57,OXA-10,,,
PKG57,OXA-30,,,
PKG57,OXA-48,,,
PKG57,SHV,,,
PKG57,TEM,157,blaTEM-1-like,1
PKG57,VEB,,,
PKG57,VIM,,,
PKG57,aac(3)-II,9,aac(3)-IId,1
PKG57,aacA27,,,
PKG57,aacA4,47,aacA4notGEN_1neg,1
PKG57,aadB,,,
PKG57,armA,,,
PKG57,blaACT/blaMIR,,,
PKG57,blaCMY-2-like,,,
PKG57,blaCTX-M,,,
PKG57,fosA3,,,
PKG57,rmtB,,,
PKG57,rmtC,,,
PKG57,rmtF,,,
PKG58,DHA,,,
PKG58,GES,,,
PKG58,IMP,,,
PKG58,KPC,,,
PKG58,NDM,,,
PKG58,OXA-10,,,
PKG58,OXA-30,,,
PKG58,OXA-48,,,
PKG58,SHV,,,
PKG58,TEM,157,blaTEM-1-like,1
PKG58,VEB,,,
PKG58,VIM,,,
PKG58,aac(3)-II,9,aac(3)-IId,1
PKG58,aacA27,,,
PKG58,aacA4,47,aacA4notGEN_1neg,1
PKG58,aadB,,,
PKG58,armA,,,
PKG58,blaACT/blaMIR,,,
PKG58,blaCMY-2-like,,,
PKG58,blaCTX-M,,,
PKG58,fosA3,,,
PKG58,rmtB,,,
PKG58,rmtC,,,
PKG58,rmtF,,,
PKG59,DHA,,,
PKG59,GES,,,
PKG59,IMP,,,
PKG59,KPC,,,
PKG59,NDM,,,
PKG59,OXA-10,,,
PKG59,OXA-30,,,
PKG59,OXA-48,,,
PKG59,SHV,,,
PKG59,TEM,157,blaTEM-1-like,1
PKG59,VEB,,,
PKG59,VIM,,,
PKG59,aac(3)-II,9,aac(3)-IId,1
PKG59,aacA27,,,
PKG59,aacA4,47,aacA4notGEN_1neg,1
PKG59,aadB,,,
PKG59,armA,,,
PKG59,blaACT/blaMIR,,,
PKG59,blaCMY-2-like,,,
PKG59,blaCTX-M,,,
PKG59,fosA3,,,
PKG59,rmtB,,,
PKG59,rmtC,,,
PKG59,rmtF,,,
PKG6,DHA,,,
PKG6,GES,,,
PKG6,IMP,,,
PKG6,KPC,,,
PKG6,NDM,,,
PKG6,OXA-10,,,
PKG6,OXA-30,,,
PKG6,OXA-48,,,
PKG6,SHV,,,
PKG6,TEM,157,blaTEM-1-like,1
PKG6,VEB,,,
PKG6,VIM,,,
PKG6,aac(3)-II,16,aac(3)-IIe,1
PKG6,aacA27,,,
PKG6,aacA4,40,aacA4GEN_1neg,1
PKG6,aadB,,,
PKG6,armA,,,
PKG6,blaACT/blaMIR,,,
PKG6,blaCMY-2-like,,,
PKG6,blaCTX-M,80,G1-240G,1
PKG6,fosA3,,,
PKG6,rmtB,,,
PKG6,rmtC,,,
PKG6,rmtF,,,
PKG60,DHA,,,
PKG60,GES,,,
PKG60,IMP,,,
PKG60,KPC,,,
PKG60,NDM,,,
PKG60,OXA-10,,,
PKG60,OXA-30,,,
PKG60,OXA-48,,,
PKG60,SHV,,,
PKG60,TEM,157,blaTEM-1-like,1
PKG60,VEB,,,
PKG60,VIM,,,
PKG60,aac(3)-II,8,aac(3)-IId,1
PKG60,aacA27,,,
PKG60,aacA4,47,aacA4notGEN_1neg,1
PKG60,aadB,,,
PKG60,armA,,,
PKG60,blaACT/blaMIR,,,
PKG60,blaCMY-2-like,,,
PKG60,blaCTX-M,,,
PKG60,fosA3,,,
PKG60,rmtB,,,
PKG60,rmtC,,,
PKG60,rmtF,,,
PKG61,DHA,,,
PKG61,GES,,,
PKG61,IMP,,,
PKG61,KPC,,,
PKG61,NDM,,,
PKG61,OXA-10,,,
PKG61,OXA-30,,,
PKG61,OXA-48,,,
PKG61,SHV,,,
PKG61,TEM,157,blaTEM-1-like,1
PKG61,VEB,,,
PKG61,VIM,,,
PKG61,aac(3)-II,,,
PKG61,aacA27,,,
PKG61,aacA4,,,
PKG61,aadB,,,
PKG61,armA,,,
PKG61,blaACT/blaMIR,,,
PKG61,blaCMY-2-like,,,
PKG61,blaCTX-M,,,
PKG61,fosA3,,,
PKG61,rmtB,120,rmtB,1
PKG61,rmtC,,,
PKG61,rmtF,,,
PKG62,DHA,,,
PKG62,GES,,,
PKG62,IMP,,,
PKG62,KPC,,,
PKG62,NDM,,,
PKG62,OXA-10,,,
PKG62,OXA-30,,,
PKG62,OXA-48,,,
PKG62,SHV,,,
PKG62,TEM,,,
PKG62,VEB,,,
PKG62,VIM,,,
PKG62,aac(3)-II,16,aac(3)-IIe,1
PKG62,aacA27,,,
PKG62,aacA4,40,aacA4GEN_1neg,1
PKG62,aadB,,,
PKG62,armA,,,
PKG62,blaACT/blaMIR,,,
PKG62,blaCMY-2-like,,,
PKG62,blaCTX-M,,,
PKG62,fosA3,,,
PKG62,rmtB,,,
PKG62,rmtC,,,
PKG62,rmtF,,,
PKG63,DHA,,,
PKG63,GES,,,
PKG63,IMP,,,
PKG63,KPC,,,
PKG63,NDM,,,
PKG63,OXA-10,,,
PKG63,OXA-30,,,
PKG63,OXA-48,,,
PKG63,SHV,,,
PKG63,TEM,157,blaTEM-1-like,1
PKG63,VEB,,,
PKG63,VIM,,,
PKG63,aac(3)-II,,,
PKG63,aacA27,,,
PKG63,aacA4,,,
PKG63,aadB,,,
PKG63,armA,,,
PKG63,blaACT/blaMIR,,,
PKG63,blaCMY-2-like,,,
PKG63,blaCTX-M,,,
PKG63,fosA3,,,
PKG63,rmtB,,,
PKG63,rmtC,,,
PKG63,rmtF,,,
PKG64,DHA,,,
PKG64,GES,,,
PKG64,IMP,,,
PKG64,KPC,,,
PKG64,NDM,,,
PKG64,OXA-10,,,
PKG64,OXA-30,117,blaOXA-30-like,1
PKG64,OXA-48,,,
PKG64,SHV,,,
PKG64,TEM,157,blaTEM-1-like,1
PKG64,VEB,,,
PKG64,VIM,,,
PKG64,aac(3)-II,9,aac(3)-IId,1
PKG64,aacA27,,,
PKG64,aacA4,,,
PKG64,aadB,,,
PKG64,armA,,,
PKG64,blaACT/blaMIR,,,
PKG64,blaCMY-2-like,,,
PKG64,blaCTX-M,,,
PKG64,fosA3,,,
PKG64,rmtB,,,
PKG64,rmtC,,,
PKG64,rmtF,,,
PKG65,DHA,,,
PKG65,GES,,,
PKG65,IMP,,,
PKG65,KPC,,,
PKG65,NDM,,,
PKG65,OXA-10,,,
PKG65,OXA-30,,,
PKG65,OXA-48,,,
PKG65,SHV,,,
PKG65,TEM,,,
PKG65,VEB,,,
PKG65,VIM,,,
PKG65,aac(3)-II,,,
PKG65,aacA27,,,
PKG65,aacA4,,,
PKG65,aadB,,,
PKG65,armA,,,
PKG65,blaACT/blaMIR,,,
PKG65,blaCMY-2-like,,,
PKG65,blaCTX-M,70,G9-240D,1
PKG65,fosA3,,,
PKG65,rmtB,,,
PKG65,rmtC,,,
PKG65,rmtF,,,
PKG66,DHA,,,
PKG66,GES,,,
PKG66,IMP,,,
PKG66,KPC,,,
PKG66,NDM,,,
PKG66,OXA-10,,,
PKG66,OXA-30,,,
PKG66,OXA-48,,,
PKG66,SHV,,,
PKG66,TEM,,,
PKG66,VEB,,,
PKG66,VIM,,,
PKG66,aac(3)-II,,,
PKG66,aacA27,,,
PKG66,aacA4,,,
PKG66,aadB,,,
PKG66,armA,,,
PKG66,blaACT/blaMIR,,,
PKG66,blaCMY-2-like,,,
PKG66,blaCTX-M,,,
PKG66,fosA3,,,
PKG66,rmtB,,,
PKG66,rmtC,,,
PKG66,rmtF,,,
PKG67,DHA,,,
PKG67,GES,,,
PKG67,IMP,,,
PKG67,KPC,,,
PKG67,NDM,,,
PKG67,OXA-10,,,
PKG67,OXA-30,,,
PKG67,OXA-48,,,
PKG67,SHV,,,
PKG67,TEM,,,
PKG67,VEB,,,
PKG67,VIM,,,
PKG67,aac(3)-II,,,
PKG67,aacA27,,,
PKG67,aacA4,,,
PKG67,aadB,,,
PKG67,armA,,,
PKG67,blaACT/blaMIR,,,
PKG67,blaCMY-2-like,,,
PKG67,blaCTX-M,,,
PKG67,fosA3,,,
PKG67,rmtB,,,
PKG67,rmtC,,,
PKG67,rmtF,,,
PKG68,DHA,,,
PKG68,GES,,,
PKG68,IMP,,,
PKG68,KPC,,,
PKG68,NDM,,,
PKG68,OXA-10,,,
PKG68,OXA-30,,,
PKG68,OXA-48,,,
PKG68,SHV,,,
PKG68,TEM,,,
PKG68,VEB,,,
PKG68,VIM,,,
PKG68,aac(3)-II,23,aac(3)-IIe_3neg,1
PKG68,aacA27,,,
PKG68,aacA4,,,
PKG68,aadB,,,
PKG68,armA,,,
PKG68,blaACT/blaMIR,,,
PKG68,blaCMY-2-like,,,
PKG68,blaCTX-M,,,
PKG68,fosA3,,,
PKG68,rmtB,,,
PKG68,rmtC,,,
PKG68,rmtF,,,
PKG69,DHA,,,
PKG69,GES,,,
PKG69,IMP,,,
PKG69,KPC,,,
PKG69,NDM,,,
PKG69,OXA-10,,,
PKG69,OXA-30,,,
PKG69,OXA-48,,,
PKG69,SHV,,,
PKG69,TEM,,,
PKG69,VEB,,,
PKG69,VIM,,,
PKG69,aac(3)-II,,,
PKG69,aacA27,,,
PKG69,aacA4,,,
PKG69,aadB,,,
PKG69,armA,,,
PKG69,blaACT/blaMIR,,,
PKG69,blaCMY-2-like,,,
PKG69,blaCTX-M,74,G9-240G,1
PKG69,fosA3,,,
PKG69,rmtB,,,
PKG69,rmtC,,,
PKG69,rmtF,,,
PKG7,DHA,,,
PKG7,GES,,,
PKG7,IMP,,,
PKG7,KPC,,,
PKG7,NDM,,,
PKG7,OXA-10,,,
PKG7,OXA-30,,,
PKG7,OXA-48,,,
PKG7,SHV,,,
PKG7,TEM,,,
PKG7,VEB,,,
PKG7,VIM,,,
PKG7,aac(3)-II,16,aac(3)-IIe,1
PKG7,aacA27,,,
PKG7,aacA4,40,aacA4GEN_1neg,1
PKG7,aadB,,,
PKG7,armA,,,
PKG7,blaACT/blaMIR,,,
PKG7,blaCMY-2-like,,,
PKG7,blaCTX-M,80,G1-240G,1
PKG7,fosA3,,,
PKG7,rmtB,,,
PKG7,rmtC,,,
PKG7,rmtF,,,
PKG70,DHA,,,
PKG70,GES,,,
PKG70,IMP,,,
PKG70,KPC,,,
PKG70,NDM,,,
PKG70,OXA-10,,,
PKG70,OXA-30,,,
PKG70,OXA-48,,,
PKG70,SHV,,,
PKG70,TEM,157,blaTEM-1-like,1
PKG70,VEB,,,
PKG70,VIM,,,
PKG70,aac(3)-II,,,
PKG70,aacA27,,,
PKG70,aacA4,,,
PKG70,aadB,,,
PKG70,armA,,,
PKG70,blaACT/blaMIR,,,
PKG70,blaCMY-2-like,,,
PKG70,blaCTX-M,,,
PKG70,fosA3,,,
PKG70,rmtB,,,
PKG70,rmtC,,,
PKG70,rmtF,,,
PKG71,DHA,,,
PKG71,GES,,,
PKG71,IMP,,,
PKG71,KPC,,,
PKG71,NDM,,,
PKG71,OXA-10,,,
PKG71,OXA-30,,,
PKG71,OXA-48,,,
PKG71,SHV,,,
PKG71,TEM,157,blaTEM-1-like,1
PKG71,VEB,,,
PKG71,VIM,,,
PKG71,aac(3)-II,9,aac(3)-IId,1
PKG71,aacA27,,,
PKG71,aacA4,,,
PKG71,aadB,,,
PKG71,armA,,,
PKG71,blaACT/blaMIR,,,
PKG71,blaCMY-2-like,,,
PKG71,blaCTX-M,70,G9-240D,1
PKG71,fosA3,,,
PKG71,rmtB,,,
PKG71,rmtC,,,
PKG71,rmtF,,,
PKG72,DHA,,,
PKG72,GES,,,
PKG72,IMP,,,
PKG72,KPC,,,
PKG72,NDM,,,
PKG72,OXA-10,,,
PKG72,OXA-30,,,
PKG72,OXA-48,,,
PKG72,SHV,,,
PKG72,TEM,157,blaTEM-1-like,1
PKG72,VEB,,,
PKG72,VIM,,,
PKG72,aac(3)-II,,,
PKG72,aacA27,,,
PKG72,aacA4,,,
PKG72,aadB,,,
PKG72,armA,,,
PKG72,blaACT/blaMIR,,,
PKG72,blaCMY-2-like,,,
PKG72,blaCTX-M,,,
PKG72,fosA3,,,
PKG72,rmtB,,,
PKG72,rmtC,,,
PKG72,rmtF,,,
PKG73,DHA,,,
PKG73,GES,,,
PKG73,IMP,,,
PKG73,KPC,,,
PKG73,NDM,,,
PKG73,OXA-10,,,
PKG73,OXA-30,,,
PKG73,OXA-48,,,
PKG73,SHV,,,
PKG73,TEM,,,
PKG73,VEB,,,
PKG73,VIM,,,
PKG73,aac(3)-II,,,
PKG73,aacA27,,,
PKG73,aacA4,,,
PKG73,aadB,,,
PKG73,armA,,,
PKG73,blaACT/blaMIR,,,
PKG73,blaCMY-2-like,,,
PKG73,blaCTX-M,,,
PKG73,fosA3,,,
PKG73,rmtB,,,
PKG73,rmtC,,,
PKG73,rmtF,,,
PKG74,DHA,,,
PKG74,GES,,,
PKG74,IMP,,,
PKG74,KPC,,,
PKG74,NDM,,,
PKG74,OXA-10,,,
PKG74,OXA-30,,,
PKG74,OXA-48,,,
PKG74,SHV,,,
PKG74,TEM,157,blaTEM-1-like,1
PKG74,VEB,,,
PKG74,VIM,,,
PKG74,aac(3)-II,,,
PKG74,aacA27,,,
PKG74,aacA4,,,
PKG74,aadB,,,
PKG74,armA,,,
PKG74,blaACT/blaMIR,,,
PKG74,blaCMY-2-like,,,
PKG74,blaCTX-M,,,
PKG74,fosA3,,,
PKG74,rmtB,,,
PKG74,rmtC,,,
PKG74,rmtF,,,
PKG75,DHA,,,
PKG75,GES,,,
PKG75,IMP,,,
PKG75,KPC,,,
PKG75,NDM,,,
PKG75,OXA-10,,,
PKG75,OXA-30,,,
PKG75,OXA-48,,,
PKG75,SHV,,,
PKG75,TEM,163,blaTEM_2neg,1
PKG75,VEB,,,
PKG75,VIM,,,
PKG75,aac(3)-II,,,
PKG75,aacA27,,,
PKG75,aacA4,,,
PKG75,aadB,,,
PKG75,armA,,,
PKG75,blaACT/blaMIR,,,
PKG75,blaCMY-2-like,57,blaCMY-2-like,1
PKG75,blaCTX-M,,,
PKG75,fosA3,,,
PKG75,rmtB,,,
PKG75,rmtC,,,
PKG75,rmtF,,,
PKG76,DHA,,,
PKG76,GES,,,
PKG76,IMP,,,
PKG76,KPC,,,
PKG76,NDM,,,
PKG76,OXA-10,,,
PKG76,OXA-30,,,
PKG76,OXA-48,,,
PKG76,SHV,,,
PKG76,TEM,,,
PKG76,VEB,,,
PKG76,VIM,,,
PKG76,aac(3)-II,,,
PKG76,aacA27,,,
PKG76,aacA4,,,
PKG76,aadB,,,
PKG76,armA,,,
PKG76,blaACT/blaMIR,,,
PKG76,blaCMY-2-like,,,
PKG76,blaCTX-M,,,
PKG76,fosA3,,,
PKG76,rmtB,,,
PKG76,rmtC,,,
PKG76,rmtF,,,
PKG77,DHA,,,
PKG77,GES,,,
PKG77,IMP,,,
PKG77,KPC,,,
PKG77,NDM,,,
PKG77,OXA-10,,,
PKG77,OXA-30,,,
PKG77,OXA-48,,,
PKG77,SHV,,,
PKG77,TEM,,,
PKG77,VEB,,,
PKG77,VIM,,,
PKG77,aac(3)-II,,,
PKG77,aacA27,,,
PKG77,aacA4,,,
PKG77,aadB,,,
PKG77,armA,,,
PKG77,blaACT/blaMIR,,,
PKG77,blaCMY-2-like,,,
PKG77,blaCTX-M,,,
PKG77,fosA3,,,
PKG77,rmtB,,,
PKG77,rmtC,,,
PKG77,rmtF,,,
PKG78,DHA,,,
PKG78,GES,,,
PKG78,IMP,,,
PKG78,KPC,,,
PKG78,NDM,,,
PKG78,OXA-10,,,
PKG78,OXA-30,,,
PKG78,OXA-48,,,
PKG78,SHV,,,
PKG78,TEM,,,
PKG78,VEB,,,
PKG78,VIM,,,
PKG78,aac(3)-II,,,
PKG78,aacA27,,,
PKG78,aacA4,,,
PKG78,aadB,,,
PKG78,armA,,,
PKG78,blaACT/blaMIR,,,
PKG78,blaCMY-2-like,,,
PKG78,blaCTX-M,,,
PKG78,fosA3,,,
PKG78,rmtB,,,
PKG78,rmtC,,,
PKG78,rmtF,,,
PKG79,DHA,,,
PKG79,GES,,,
PKG79,IMP,,,
PKG79,KPC,,,
PKG79,NDM,,,
PKG79,OXA-10,,,
PKG79,OXA-30,,,
PKG79,OXA-48,,,
PKG79,SHV,,,
PKG79,TEM,,,
PKG79,VEB,,,
PKG79,VIM,,,
PKG79,aac(3)-II,,,
PKG79,aacA27,,,
PKG79,aacA4,,,
PKG79,aadB,,,
PKG79,armA,,,
PKG79,blaACT/blaMIR,,,
PKG79,blaCMY-2-like,,,
PKG79,blaCTX-M,,,
PKG79,fosA3,,,
PKG79,rmtB,,,
PKG79,rmtC,,,
